種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
中古マンション等,新川,17000000.0,2805000.0,20.0,850000.0,昭和57年,38.0,1982.0,2020
中古マンション等,新川,39000000.0,3217500.0,40.0,975000.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,27000000.0,4455000.0,20.0,1350000.0,平成16年,16.0,2004.0,2020
中古マンション等,新川,21000000.0,2309999.0,30.0,700000.0,昭和57年,38.0,1982.0,2020
中古マンション等,新川,21000000.0,1539999.0,45.0,466666.0,昭和57年,38.0,1982.0,2020
中古マンション等,新川,90000000.0,4242857.0,70.0,1285714.0,平成31年,1.0,2019.0,2020
中古マンション等,新川,60000000.0,2828571.0,70.0,857142.0,平成14年,18.0,2002.0,2020
中古マンション等,新富,37000000.0,4883999.0,25.0,1480000.0,平成28年,4.0,2016.0,2020
中古マンション等,新富,15000000.0,2475000.0,20.0,750000.0,昭和55年,40.0,1980.0,2020
中古マンション等,新富,71000000.0,4259999.0,55.0,1290909.0,平成14年,18.0,2002.0,2020
中古マンション等,新富,68000000.0,4079999.0,55.0,1236363.0,平成25年,7.0,2013.0,2020
中古マンション等,新富,55000000.0,3629999.0,50.0,1100000.0,平成11年,21.0,1999.0,2020
中古マンション等,築地,20000000.0,4399999.0,15.0,1333333.0,平成12年,20.0,2000.0,2020
中古マンション等,築地,33000000.0,2722500.0,40.0,825000.0,昭和46年,49.0,1971.0,2020
中古マンション等,築地,25000000.0,4125000.0,20.0,1250000.0,平成12年,20.0,2000.0,2020
中古マンション等,築地,23000000.0,3795000.0,20.0,1150000.0,平成16年,16.0,2004.0,2020
中古マンション等,築地,25000000.0,4125000.0,20.0,1250000.0,平成12年,20.0,2000.0,2020
中古マンション等,築地,30000000.0,4950000.0,20.0,1500000.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,24000000.0,3960000.0,20.0,1200000.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,57000000.0,3134999.0,60.0,950000.0,平成12年,20.0,2000.0,2020
中古マンション等,築地,25000000.0,4125000.0,20.0,1250000.0,平成12年,20.0,2000.0,2020
中古マンション等,築地,14000000.0,2310000.0,20.0,700000.0,昭和61年,34.0,1986.0,2020
中古マンション等,築地,23000000.0,3795000.0,20.0,1150000.0,平成19年,13.0,2007.0,2020
中古マンション等,築地,25000000.0,3299999.0,25.0,1000000.0,昭和56年,39.0,1981.0,2020
中古マンション等,築地,37000000.0,4069999.0,30.0,1233333.0,平成19年,13.0,2007.0,2020
中古マンション等,築地,28000000.0,3695999.0,25.0,1120000.0,平成11年,21.0,1999.0,2020
中古マンション等,築地,43000000.0,2183076.0,65.0,661538.0,昭和56年,39.0,1981.0,2020
中古マンション等,築地,50000000.0,2999999.0,55.0,909090.0,平成11年,21.0,1999.0,2020
中古マンション等,築地,28000000.0,4620000.0,20.0,1400000.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,19000000.0,2507999.0,25.0,760000.0,昭和57年,38.0,1982.0,2020
中古マンション等,築地,23000000.0,3795000.0,20.0,1150000.0,平成10年,22.0,1998.0,2020
中古マンション等,築地,54000000.0,2969999.0,60.0,900000.0,平成11年,21.0,1999.0,2020
中古マンション等,築地,21000000.0,3465000.0,20.0,1050000.0,平成16年,16.0,2004.0,2020
中古マンション等,築地,23000000.0,3795000.0,20.0,1150000.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,26000000.0,4290000.0,20.0,1300000.0,平成15年,17.0,2003.0,2020
中古マンション等,築地,65000000.0,3064285.0,70.0,928571.0,平成11年,21.0,1999.0,2020
中古マンション等,築地,16000000.0,3519999.0,15.0,1066666.0,昭和61年,34.0,1986.0,2020
中古マンション等,築地,24000000.0,3960000.0,20.0,1200000.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,50000000.0,4125000.0,40.0,1250000.0,平成26年,6.0,2014.0,2020
中古マンション等,築地,85000000.0,4674999.0,60.0,1416666.0,平成30年,2.0,2018.0,2020
中古マンション等,築地,48000000.0,3519999.0,45.0,1066666.0,平成17年,15.0,2005.0,2020
中古マンション等,築地,80000000.0,4061538.0,65.0,1230769.0,平成24年,8.0,2012.0,2020
中古マンション等,築地,44000000.0,4148571.0,35.0,1257142.0,平成22年,10.0,2010.0,2020
中古マンション等,築地,39000000.0,3217500.0,40.0,975000.0,平成16年,16.0,2004.0,2020
中古マンション等,築地,54000000.0,3239999.0,55.0,981818.0,昭和63年,32.0,1988.0,2020
中古マンション等,築地,67000000.0,4019999.0,55.0,1218181.0,平成27年,5.0,2015.0,2020
中古マンション等,築地,25000000.0,5499999.0,15.0,1666666.0,平成16年,16.0,2004.0,2020
中古マンション等,築地,11000000.0,1209999.0,30.0,366666.0,昭和47年,48.0,1972.0,2020
中古マンション等,築地,18000000.0,2970000.0,20.0,900000.0,昭和54年,41.0,1979.0,2020
中古マンション等,月島,7500000.0,1649999.0,15.0,500000.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,33000000.0,2419999.0,45.0,733333.0,昭和46年,49.0,1971.0,2020
中古マンション等,月島,31000000.0,2557500.0,40.0,775000.0,平成8年,24.0,1996.0,2020
中古マンション等,月島,18000000.0,3959999.0,15.0,1200000.0,平成10年,22.0,1998.0,2020
中古マンション等,月島,16000000.0,2111999.0,25.0,640000.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,27000000.0,2545714.0,35.0,771428.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,15000000.0,1979999.0,25.0,600000.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,60000000.0,3046153.0,65.0,923076.0,平成26年,6.0,2014.0,2020
中古マンション等,月島,21000000.0,4619999.0,15.0,1400000.0,平成8年,24.0,1996.0,2020
中古マンション等,月島,63000000.0,3198461.0,65.0,969230.0,平成12年,20.0,2000.0,2020
中古マンション等,月島,14000000.0,1847999.0,25.0,560000.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,6800000.0,897599.0,25.0,272000.0,昭和49年,46.0,1974.0,2020
中古マンション等,月島,51000000.0,2804999.0,60.0,850000.0,平成9年,23.0,1997.0,2020
中古マンション等,月島,120000000.0,4399999.0,90.0,1333333.0,平成27年,5.0,2015.0,2020
中古マンション等,月島,48000000.0,3167999.0,50.0,960000.0,平成9年,23.0,1997.0,2020
中古マンション等,月島,56000000.0,3695999.0,50.0,1120000.0,平成20年,12.0,2008.0,2020
中古マンション等,月島,66000000.0,3111428.0,70.0,942857.0,昭和59年,36.0,1984.0,2020
中古マンション等,月島,58000000.0,3189999.0,60.0,966666.0,平成20年,12.0,2008.0,2020
中古マンション等,月島,54000000.0,3563999.0,50.0,1080000.0,平成20年,12.0,2008.0,2020
中古マンション等,月島,25000000.0,2062500.0,40.0,625000.0,昭和46年,49.0,1971.0,2020
中古マンション等,月島,93000000.0,4721538.0,65.0,1430769.0,平成27年,5.0,2015.0,2020
中古マンション等,月島,67000000.0,4019999.0,55.0,1218181.0,平成29年,3.0,2017.0,2020
中古マンション等,月島,15000000.0,1979999.0,25.0,600000.0,昭和46年,49.0,1971.0,2020
中古マンション等,月島,54000000.0,4455000.0,40.0,1350000.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,77000000.0,4234999.0,60.0,1283333.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,81000000.0,4112307.0,65.0,1246153.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,89000000.0,4195714.0,70.0,1271428.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,71000000.0,3904999.0,60.0,1183333.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,85000000.0,4007142.0,70.0,1214285.0,令和2年,0.0,2020.0,2020
中古マンション等,月島,68000000.0,4079999.0,55.0,1236363.0,令和2年,0.0,2020.0,2020
