,種類,地区名,取引価格（総額）,坪単価,面積（㎡）,取引価格（㎡単価）,建築年,取引時築年数,西暦築年,取引年
4941,中古マンション等,日本橋箱崎町,22000000.0,2903999.0,25.0,880000.0,平成14年,13.0,2002.0,2015.0
4940,中古マンション等,日本橋箱崎町,31000000.0,2557500.0,40.0,775000.0,平成10年,17.0,1998.0,2015.0
4939,中古マンション等,日本橋箱崎町,20000000.0,3300000.0,20.0,1000000.0,平成14年,13.0,2002.0,2015.0
4938,中古マンション等,日本橋箱崎町,10000000.0,2199999.0,15.0,666666.0,昭和60年,30.0,1985.0,2015.0
4937,中古マンション等,日本橋箱崎町,16000000.0,1759999.0,30.0,533333.0,昭和56年,34.0,1981.0,2015.0
4936,中古マンション等,日本橋箱崎町,21000000.0,2771999.0,25.0,840000.0,平成11年,16.0,1999.0,2015.0
4935,中古マンション等,日本橋箱崎町,150000000.0,4124999.0,120.0,1250000.0,昭和64年,26.0,1989.0,2015.0
4934,中古マンション等,日本橋箱崎町,36000000.0,3394285.0,35.0,1028571.0,平成10年,17.0,1998.0,2015.0
4933,中古マンション等,日本橋箱崎町,20000000.0,2639999.0,25.0,800000.0,平成11年,16.0,1999.0,2015.0
4932,中古マンション等,日本橋箱崎町,23000000.0,3795000.0,20.0,1150000.0,平成15年,12.0,2003.0,2015.0
4931,中古マンション等,日本橋箱崎町,17000000.0,1869999.0,30.0,566666.0,昭和56年,34.0,1981.0,2015.0
4930,中古マンション等,日本橋箱崎町,20000000.0,3300000.0,20.0,1000000.0,平成14年,13.0,2002.0,2015.0
4929,中古マンション等,日本橋箱崎町,22000000.0,3630000.0,20.0,1100000.0,平成11年,16.0,1999.0,2015.0
4928,中古マンション等,日本橋箱崎町,36000000.0,3394285.0,35.0,1028571.0,平成11年,16.0,1999.0,2015.0
352,中古マンション等,日本橋箱崎町,4600000.0,607199.0,25.0,184000.0,昭和55年,26.0,1980.0,2006.0
353,中古マンション等,日本橋箱崎町,35000000.0,2309999.0,50.0,700000.0,平成18年,0.0,2006.0,2006.0
354,中古マンション等,日本橋箱崎町,15000000.0,1099999.0,45.0,333333.0,昭和57年,24.0,1982.0,2006.0
355,中古マンション等,日本橋箱崎町,38000000.0,1791428.0,70.0,542857.0,平成11年,7.0,1999.0,2006.0
3764,中古マンション等,日本橋箱崎町,15000000.0,2475000.0,20.0,750000.0,平成14年,11.0,2002.0,2013.0
3765,中古マンション等,日本橋箱崎町,36000000.0,1979999.0,60.0,600000.0,昭和57年,31.0,1982.0,2013.0
2726,中古マンション等,日本橋箱崎町,22000000.0,1815000.0,40.0,550000.0,昭和57年,29.0,1982.0,2011.0
664,中古マンション等,日本橋箱崎町,24000000.0,1439999.0,55.0,436363.0,昭和55年,27.0,1980.0,2007.0
8595,中古マンション等,日本橋箱崎町,20000000.0,2639999.0,25.0,800000.0,昭和56年,39.0,1981.0,2020.0
8594,中古マンション等,日本橋箱崎町,43000000.0,3547500.0,40.0,1075000.0,平成17年,15.0,2005.0,2020.0
3775,中古マンション等,日本橋箱崎町,15000000.0,2475000.0,20.0,750000.0,平成16年,9.0,2004.0,2013.0
3164,中古マンション等,日本橋箱崎町,35000000.0,2566666.0,45.0,777777.0,平成11年,13.0,1999.0,2012.0
3165,中古マンション等,日本橋箱崎町,6800000.0,1495999.0,15.0,453333.0,昭和57年,30.0,1982.0,2012.0
8586,中古マンション等,日本橋箱崎町,22000000.0,3630000.0,20.0,1100000.0,平成14年,18.0,2002.0,2020.0
8593,中古マンション等,日本橋箱崎町,38000000.0,3135000.0,40.0,950000.0,平成17年,15.0,2005.0,2020.0
8592,中古マンション等,日本橋箱崎町,11000000.0,1451999.0,25.0,440000.0,昭和56年,39.0,1981.0,2020.0
8591,中古マンション等,日本橋箱崎町,21000000.0,1732500.0,40.0,525000.0,昭和56年,39.0,1981.0,2020.0
2209,中古マンション等,日本橋箱崎町,16000000.0,1508571.0,35.0,457142.0,昭和55年,30.0,1980.0,2010.0
665,中古マンション等,日本橋箱崎町,19000000.0,3135000.0,20.0,950000.0,平成14年,5.0,2002.0,2007.0
2210,中古マンション等,日本橋箱崎町,20000000.0,1099999.0,60.0,333333.0,昭和57年,28.0,1982.0,2010.0
2211,中古マンション等,日本橋箱崎町,29000000.0,2392500.0,40.0,725000.0,平成17年,5.0,2005.0,2010.0
2212,中古マンション等,日本橋箱崎町,17000000.0,2805000.0,20.0,850000.0,平成15年,7.0,2003.0,2010.0
2213,中古マンション等,日本橋箱崎町,13000000.0,2145000.0,20.0,650000.0,平成14年,8.0,2002.0,2010.0
2214,中古マンション等,日本橋箱崎町,12000000.0,1131428.0,35.0,342857.0,昭和55年,30.0,1980.0,2010.0
2215,中古マンション等,日本橋箱崎町,15000000.0,1414285.0,35.0,428571.0,昭和55年,30.0,1980.0,2010.0
8590,中古マンション等,日本橋箱崎町,45000000.0,3712500.0,40.0,1125000.0,平成24年,8.0,2012.0,2020.0
8589,中古マンション等,日本橋箱崎町,23000000.0,3795000.0,20.0,1150000.0,平成14年,18.0,2002.0,2020.0
8588,中古マンション等,日本橋箱崎町,19000000.0,3135000.0,20.0,950000.0,平成17年,15.0,2005.0,2020.0
8597,中古マンション等,日本橋箱崎町,23000000.0,3795000.0,20.0,1150000.0,平成15年,17.0,2003.0,2020.0
8596,中古マンション等,日本橋箱崎町,22000000.0,2419999.0,30.0,733333.0,昭和56年,39.0,1981.0,2020.0
3773,中古マンション等,日本橋箱崎町,30000000.0,1979999.0,50.0,600000.0,昭和57年,31.0,1982.0,2013.0
663,中古マンション等,日本橋箱崎町,26000000.0,4290000.0,20.0,1300000.0,平成18年,1.0,2006.0,2007.0
662,中古マンション等,日本橋箱崎町,33000000.0,1814999.0,60.0,550000.0,昭和57年,25.0,1982.0,2007.0
661,中古マンション等,日本橋箱崎町,7000000.0,1539999.0,15.0,466666.0,昭和60年,22.0,1985.0,2007.0
660,中古マンション等,日本橋箱崎町,16000000.0,2640000.0,20.0,800000.0,平成13年,6.0,2001.0,2007.0
659,中古マンション等,日本橋箱崎町,14000000.0,2310000.0,20.0,700000.0,平成14年,5.0,2002.0,2007.0
658,中古マンション等,日本橋箱崎町,9900000.0,1306799.0,25.0,396000.0,昭和56年,26.0,1981.0,2007.0
657,中古マンション等,日本橋箱崎町,17000000.0,2805000.0,20.0,850000.0,平成11年,8.0,1999.0,2007.0
656,中古マンション等,日本橋箱崎町,18000000.0,1485000.0,40.0,450000.0,昭和57年,25.0,1982.0,2007.0
655,中古マンション等,日本橋箱崎町,20000000.0,2639999.0,25.0,800000.0,平成11年,8.0,1999.0,2007.0
3766,中古マンション等,日本橋箱崎町,49000000.0,2155999.0,75.0,653333.0,平成13年,12.0,2001.0,2013.0
3767,中古マンション等,日本橋箱崎町,33000000.0,2177999.0,50.0,660000.0,平成12年,13.0,2000.0,2013.0
3768,中古マンション等,日本橋箱崎町,23000000.0,1897500.0,40.0,575000.0,平成10年,15.0,1998.0,2013.0
2205,中古マンション等,日本橋箱崎町,21000000.0,1385999.0,50.0,420000.0,昭和56年,29.0,1981.0,2010.0
3770,中古マンション等,日本橋箱崎町,19000000.0,3135000.0,20.0,950000.0,平成14年,11.0,2002.0,2013.0
2206,中古マンション等,日本橋箱崎町,16000000.0,1320000.0,40.0,400000.0,昭和57年,28.0,1982.0,2010.0
2207,中古マンション等,日本橋箱崎町,9800000.0,1617000.0,20.0,490000.0,昭和56年,29.0,1981.0,2010.0
2208,中古マンション等,日本橋箱崎町,34000000.0,2243999.0,50.0,680000.0,平成12年,10.0,2000.0,2010.0
8598,中古マンション等,日本橋箱崎町,20000000.0,2639999.0,25.0,800000.0,昭和56年,39.0,1981.0,2020.0
3771,中古マンション等,日本橋箱崎町,33000000.0,2177999.0,50.0,660000.0,平成12年,13.0,2000.0,2013.0
3772,中古マンション等,日本橋箱崎町,13000000.0,1072500.0,40.0,325000.0,昭和57年,31.0,1982.0,2013.0
3774,中古マンション等,日本橋箱崎町,13000000.0,2145000.0,20.0,650000.0,平成13年,12.0,2001.0,2013.0
8587,中古マンション等,日本橋箱崎町,13000000.0,2859999.0,15.0,866666.0,昭和60年,35.0,1985.0,2020.0
1116,中古マンション等,日本橋茅場町,26000000.0,4290000.0,20.0,1300000.0,平成20年,0.0,2008.0,2008.0
1117,中古マンション等,日本橋茅場町,25000000.0,3299999.0,25.0,1000000.0,平成12年,8.0,2000.0,2008.0
1118,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成20年,0.0,2008.0,2008.0
1114,中古マンション等,日本橋茅場町,35000000.0,2309999.0,50.0,700000.0,平成20年,0.0,2008.0,2008.0
5526,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成14年,14.0,2002.0,2016.0
306,中古マンション等,日本橋茅場町,24000000.0,2262857.0,35.0,685714.0,平成14年,4.0,2002.0,2006.0
304,中古マンション等,日本橋茅場町,32000000.0,3017142.0,35.0,914285.0,平成18年,0.0,2006.0,2006.0
303,中古マンション等,日本橋茅場町,23000000.0,3795000.0,20.0,1150000.0,平成18年,0.0,2006.0,2006.0
302,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成18年,0.0,2006.0,2006.0
301,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成18年,0.0,2006.0,2006.0
8499,中古マンション等,日本橋茅場町,42000000.0,3959999.0,35.0,1200000.0,平成14年,18.0,2002.0,2020.0
8498,中古マンション等,日本橋茅場町,66000000.0,4355999.0,50.0,1320000.0,平成25年,7.0,2013.0,2020.0
8497,中古マンション等,日本橋茅場町,40000000.0,3771428.0,35.0,1142857.0,平成18年,14.0,2006.0,2020.0
8496,中古マンション等,日本橋茅場町,67000000.0,4019999.0,55.0,1218181.0,平成25年,7.0,2013.0,2020.0
8495,中古マンション等,日本橋茅場町,42000000.0,3959999.0,35.0,1200000.0,平成18年,14.0,2006.0,2020.0
625,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,5.0,2002.0,2007.0
5535,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成14年,14.0,2002.0,2016.0
1110,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成20年,0.0,2008.0,2008.0
1111,中古マンション等,日本橋茅場町,27000000.0,4455000.0,20.0,1350000.0,平成20年,0.0,2008.0,2008.0
1112,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成14年,6.0,2002.0,2008.0
1113,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成20年,0.0,2008.0,2008.0
1115,中古マンション等,日本橋茅場町,43000000.0,3547500.0,40.0,1075000.0,平成20年,0.0,2008.0,2008.0
5534,中古マンション等,日本橋茅場町,24000000.0,3167999.0,25.0,960000.0,平成12年,16.0,2000.0,2016.0
5533,中古マンション等,日本橋茅場町,18000000.0,2375999.0,25.0,720000.0,平成12年,16.0,2000.0,2016.0
5532,中古マンション等,日本橋茅場町,18000000.0,2970000.0,20.0,900000.0,平成12年,16.0,2000.0,2016.0
5531,中古マンション等,日本橋茅場町,20000000.0,3300000.0,20.0,1000000.0,平成20年,8.0,2008.0,2016.0
5530,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,14.0,2002.0,2016.0
5529,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成14年,14.0,2002.0,2016.0
5528,中古マンション等,日本橋茅場町,68000000.0,4487999.0,50.0,1360000.0,平成25年,3.0,2013.0,2016.0
5527,中古マンション等,日本橋茅場町,27000000.0,1979999.0,45.0,600000.0,平成12年,16.0,2000.0,2016.0
5525,中古マンション等,日本橋茅場町,27000000.0,4455000.0,20.0,1350000.0,平成14年,14.0,2002.0,2016.0
305,中古マンション等,日本橋茅場町,32000000.0,3017142.0,35.0,914285.0,平成18年,0.0,2006.0,2006.0
6983,中古マンション等,日本橋茅場町,19000000.0,3135000.0,20.0,950000.0,平成12年,18.0,2000.0,2018.0
7678,中古マンション等,日本橋茅場町,60000000.0,4399999.0,45.0,1333333.0,平成26年,5.0,2014.0,2019.0
3691,中古マンション等,日本橋茅場町,44000000.0,2639999.0,55.0,800000.0,平成18年,7.0,2006.0,2013.0
4313,中古マンション等,日本橋茅場町,57000000.0,3134999.0,60.0,950000.0,平成25年,1.0,2013.0,2014.0
4312,中古マンション等,日本橋茅場町,24000000.0,2262857.0,35.0,685714.0,平成17年,9.0,2005.0,2014.0
4311,中古マンション等,日本橋茅場町,21000000.0,3465000.0,20.0,1050000.0,平成14年,12.0,2002.0,2014.0
1119,中古マンション等,日本橋茅場町,29000000.0,4785000.0,20.0,1450000.0,平成20年,0.0,2008.0,2008.0
4310,中古マンション等,日本橋茅場町,18000000.0,2970000.0,20.0,900000.0,平成18年,8.0,2006.0,2014.0
4309,中古マンション等,日本橋茅場町,37000000.0,3052500.0,40.0,925000.0,平成20年,6.0,2008.0,2014.0
4308,中古マンション等,日本橋茅場町,23000000.0,3795000.0,20.0,1150000.0,平成14年,12.0,2002.0,2014.0
4307,中古マンション等,日本橋茅場町,32000000.0,3017142.0,35.0,914285.0,平成18年,8.0,2006.0,2014.0
1496,中古マンション等,日本橋茅場町,19000000.0,1567500.0,40.0,475000.0,昭和58年,26.0,1983.0,2009.0
1497,中古マンション等,日本橋茅場町,9800000.0,1617000.0,20.0,490000.0,昭和58年,26.0,1983.0,2009.0
1498,中古マンション等,日本橋茅場町,7500000.0,1237500.0,20.0,375000.0,昭和58年,26.0,1983.0,2009.0
1500,中古マンション等,日本橋茅場町,16000000.0,2111999.0,25.0,640000.0,平成12年,9.0,2000.0,2009.0
6982,中古マンション等,日本橋茅場町,41000000.0,3865714.0,35.0,1171428.0,平成25年,5.0,2013.0,2018.0
3690,中古マンション等,日本橋茅場町,27000000.0,2545714.0,35.0,771428.0,平成14年,11.0,2002.0,2013.0
6311,中古マンション等,日本橋茅場町,58000000.0,3479999.0,55.0,1054545.0,平成26年,3.0,2014.0,2017.0
3689,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成20年,5.0,2008.0,2013.0
2675,中古マンション等,日本橋茅場町,6400000.0,1407999.0,15.0,426666.0,昭和58年,28.0,1983.0,2011.0
2152,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成14年,8.0,2002.0,2010.0
2153,中古マンション等,日本橋茅場町,24000000.0,3960000.0,20.0,1200000.0,平成14年,8.0,2002.0,2010.0
2154,中古マンション等,日本橋茅場町,19000000.0,1791428.0,35.0,542857.0,平成12年,10.0,2000.0,2010.0
3682,中古マンション等,日本橋茅場町,8200000.0,1353000.0,20.0,410000.0,昭和58年,30.0,1983.0,2013.0
3683,中古マンション等,日本橋茅場町,16000000.0,2640000.0,20.0,800000.0,平成14年,11.0,2002.0,2013.0
3684,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,11.0,2002.0,2013.0
3685,中古マンション等,日本橋茅場町,10000000.0,1319999.0,25.0,400000.0,昭和58年,30.0,1983.0,2013.0
3686,中古マンション等,日本橋茅場町,21000000.0,3465000.0,20.0,1050000.0,平成14年,11.0,2002.0,2013.0
3687,中古マンション等,日本橋茅場町,25000000.0,2357142.0,35.0,714285.0,平成18年,7.0,2006.0,2013.0
3688,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,11.0,2002.0,2013.0
2670,中古マンション等,日本橋茅場町,7000000.0,1155000.0,20.0,350000.0,昭和58年,28.0,1983.0,2011.0
2671,中古マンション等,日本橋茅場町,20000000.0,3300000.0,20.0,1000000.0,平成14年,9.0,2002.0,2011.0
2672,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,9.0,2002.0,2011.0
2673,中古マンション等,日本橋茅場町,10000000.0,1319999.0,25.0,400000.0,平成12年,11.0,2000.0,2011.0
2674,中古マンション等,日本橋茅場町,21000000.0,3465000.0,20.0,1050000.0,平成20年,3.0,2008.0,2011.0
2676,中古マンション等,日本橋茅場町,26000000.0,2451428.0,35.0,742857.0,平成12年,11.0,2000.0,2011.0
6312,中古マンション等,日本橋茅場町,25000000.0,3299999.0,25.0,1000000.0,平成12年,17.0,2000.0,2017.0
1499,中古マンション等,日本橋茅場町,30000000.0,2199999.0,45.0,666666.0,平成12年,9.0,2000.0,2009.0
6314,中古マンション等,日本橋茅場町,20000000.0,1466666.0,45.0,444444.0,平成12年,17.0,2000.0,2017.0
6313,中古マンション等,日本橋茅場町,12000000.0,1980000.0,20.0,600000.0,昭和58年,34.0,1983.0,2017.0
4879,中古マンション等,日本橋茅場町,51000000.0,3059999.0,55.0,927272.0,平成18年,9.0,2006.0,2015.0
4880,中古マンション等,日本橋茅場町,23000000.0,2529999.0,30.0,766666.0,平成21年,6.0,2009.0,2015.0
7679,中古マンション等,日本橋茅場町,27000000.0,4455000.0,20.0,1350000.0,平成20年,11.0,2008.0,2019.0
4881,中古マンション等,日本橋茅場町,13000000.0,1715999.0,25.0,520000.0,平成12年,15.0,2000.0,2015.0
4882,中古マンション等,日本橋茅場町,19000000.0,3135000.0,20.0,950000.0,平成14年,13.0,2002.0,2015.0
7676,中古マンション等,日本橋茅場町,28000000.0,4620000.0,20.0,1400000.0,平成14年,17.0,2002.0,2019.0
7677,中古マンション等,日本橋茅場町,32000000.0,2346666.0,45.0,711111.0,平成12年,19.0,2000.0,2019.0
7688,中古マンション等,日本橋茅場町,60000000.0,3959999.0,50.0,1200000.0,平成25年,6.0,2013.0,2019.0
7687,中古マンション等,日本橋茅場町,35000000.0,2566666.0,45.0,777777.0,平成12年,19.0,2000.0,2019.0
7686,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成14年,17.0,2002.0,2019.0
7685,中古マンション等,日本橋茅場町,28000000.0,4620000.0,20.0,1400000.0,平成14年,17.0,2002.0,2019.0
7684,中古マンション等,日本橋茅場町,15000000.0,2475000.0,20.0,750000.0,昭和58年,36.0,1983.0,2019.0
3118,中古マンション等,日本橋茅場町,15000000.0,2475000.0,20.0,750000.0,平成14年,10.0,2002.0,2012.0
3119,中古マンション等,日本橋茅場町,43000000.0,2579999.0,55.0,781818.0,平成18年,6.0,2006.0,2012.0
7683,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成12年,19.0,2000.0,2019.0
7682,中古マンション等,日本橋茅場町,25000000.0,4125000.0,20.0,1250000.0,平成18年,13.0,2006.0,2019.0
7681,中古マンション等,日本橋茅場町,46000000.0,4337142.0,35.0,1314285.0,平成14年,17.0,2002.0,2019.0
7680,中古マンション等,日本橋茅場町,30000000.0,4950000.0,20.0,1500000.0,平成14年,17.0,2002.0,2019.0
4877,中古マンション等,日本橋茅場町,39000000.0,3217500.0,40.0,975000.0,平成20年,7.0,2008.0,2015.0
4876,中古マンション等,日本橋茅場町,22000000.0,3630000.0,20.0,1100000.0,平成18年,9.0,2006.0,2015.0
4878,中古マンション等,日本橋茅場町,21000000.0,3465000.0,20.0,1050000.0,平成18年,9.0,2006.0,2015.0
6984,中古マンション等,日本橋茅場町,28000000.0,2053333.0,45.0,622222.0,平成12年,18.0,2000.0,2018.0
6985,中古マンション等,日本橋茅場町,20000000.0,3300000.0,20.0,1000000.0,平成14年,16.0,2002.0,2018.0
6986,中古マンション等,日本橋茅場町,23000000.0,3795000.0,20.0,1150000.0,平成18年,12.0,2006.0,2018.0
6987,中古マンション等,日本橋茅場町,27000000.0,4455000.0,20.0,1350000.0,平成14年,16.0,2002.0,2018.0
4279,中古マンション等,日本橋蛎殻町,47000000.0,2215714.0,70.0,671428.0,平成14年,12.0,2002.0,2014.0
2143,中古マンション等,日本橋蛎殻町,7700000.0,1693999.0,15.0,513333.0,昭和54年,31.0,1979.0,2010.0
4283,中古マンション等,日本橋蛎殻町,34000000.0,2805000.0,40.0,850000.0,平成24年,2.0,2012.0,2014.0
3675,中古マンション等,日本橋蛎殻町,46000000.0,3035999.0,50.0,920000.0,平成24年,1.0,2012.0,2013.0
4284,中古マンション等,日本橋蛎殻町,61000000.0,3096923.0,65.0,938461.0,平成25年,1.0,2013.0,2014.0
4282,中古マンション等,日本橋蛎殻町,21000000.0,3465000.0,20.0,1050000.0,平成16年,10.0,2004.0,2014.0
2142,中古マンション等,日本橋蛎殻町,8200000.0,1803999.0,15.0,546666.0,昭和54年,31.0,1979.0,2010.0
4281,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成14年,12.0,2002.0,2014.0
4285,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成18年,8.0,2006.0,2014.0
6974,中古マンション等,日本橋蛎殻町,13000000.0,2859999.0,15.0,866666.0,昭和54年,39.0,1979.0,2018.0
4286,中古マンション等,日本橋蛎殻町,13000000.0,2145000.0,20.0,650000.0,平成10年,16.0,1998.0,2014.0
4288,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成14年,12.0,2002.0,2014.0
6970,中古マンション等,日本橋蛎殻町,20000000.0,3300000.0,20.0,1000000.0,平成11年,19.0,1999.0,2018.0
6971,中古マンション等,日本橋蛎殻町,50000000.0,2999999.0,55.0,909090.0,平成15年,15.0,2003.0,2018.0
6972,中古マンション等,日本橋蛎殻町,90000000.0,4242857.0,70.0,1285714.0,平成25年,5.0,2013.0,2018.0
6973,中古マンション等,日本橋蛎殻町,15000000.0,3299999.0,15.0,1000000.0,昭和54年,39.0,1979.0,2018.0
4289,中古マンション等,日本橋蛎殻町,34000000.0,2805000.0,40.0,850000.0,平成24年,2.0,2012.0,2014.0
4290,中古マンション等,日本橋蛎殻町,16000000.0,2640000.0,20.0,800000.0,平成14年,12.0,2002.0,2014.0
4291,中古マンション等,日本橋蛎殻町,16000000.0,2640000.0,20.0,800000.0,平成17年,9.0,2005.0,2014.0
4292,中古マンション等,日本橋蛎殻町,16000000.0,2640000.0,20.0,800000.0,平成11年,15.0,1999.0,2014.0
4293,中古マンション等,日本橋蛎殻町,17000000.0,3739999.0,15.0,1133333.0,平成13年,13.0,2001.0,2014.0
4294,中古マンション等,日本橋蛎殻町,7300000.0,1605999.0,15.0,486666.0,昭和54年,35.0,1979.0,2014.0
4280,中古マンション等,日本橋蛎殻町,11000000.0,1815000.0,20.0,550000.0,平成18年,8.0,2006.0,2014.0
4287,中古マンション等,日本橋蛎殻町,20000000.0,3300000.0,20.0,1000000.0,平成16年,10.0,2004.0,2014.0
2141,中古マンション等,日本橋蛎殻町,19000000.0,3135000.0,20.0,950000.0,平成14年,8.0,2002.0,2010.0
2127,中古マンション等,日本橋蛎殻町,37000000.0,2713333.0,45.0,822222.0,平成17年,5.0,2005.0,2010.0
2139,中古マンション等,日本橋蛎殻町,83000000.0,3222352.0,85.0,976470.0,平成20年,2.0,2008.0,2010.0
5500,中古マンション等,日本橋蛎殻町,16000000.0,2640000.0,20.0,800000.0,平成18年,10.0,2006.0,2016.0
5499,中古マンション等,日本橋蛎殻町,18000000.0,2970000.0,20.0,900000.0,平成10年,18.0,1998.0,2016.0
5498,中古マンション等,日本橋蛎殻町,20000000.0,3300000.0,20.0,1000000.0,平成14年,14.0,2002.0,2016.0
5497,中古マンション等,日本橋蛎殻町,23000000.0,2168571.0,35.0,657142.0,昭和53年,38.0,1978.0,2016.0
5496,中古マンション等,日本橋蛎殻町,44000000.0,3630000.0,40.0,1100000.0,平成27年,1.0,2015.0,2016.0
5495,中古マンション等,日本橋蛎殻町,52000000.0,2639999.0,65.0,800000.0,平成14年,14.0,2002.0,2016.0
5494,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成16年,12.0,2004.0,2016.0
5493,中古マンション等,日本橋蛎殻町,26000000.0,4290000.0,20.0,1300000.0,平成16年,12.0,2004.0,2016.0
5492,中古マンション等,日本橋蛎殻町,48000000.0,3167999.0,50.0,960000.0,平成15年,13.0,2003.0,2016.0
5491,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成18年,10.0,2006.0,2016.0
5490,中古マンション等,日本橋蛎殻町,21000000.0,3465000.0,20.0,1050000.0,平成18年,10.0,2006.0,2016.0
5489,中古マンション等,日本橋蛎殻町,21000000.0,3465000.0,20.0,1050000.0,平成14年,14.0,2002.0,2016.0
5488,中古マンション等,日本橋蛎殻町,23000000.0,3795000.0,20.0,1150000.0,平成18年,10.0,2006.0,2016.0
5501,中古マンション等,日本橋蛎殻町,65000000.0,2859999.0,75.0,866666.0,平成14年,14.0,2002.0,2016.0
5487,中古マンション等,日本橋蛎殻町,17000000.0,2805000.0,20.0,850000.0,平成18年,10.0,2006.0,2016.0
5485,中古マンション等,日本橋蛎殻町,16000000.0,2640000.0,20.0,800000.0,平成18年,10.0,2006.0,2016.0
5484,中古マンション等,日本橋蛎殻町,54000000.0,3239999.0,55.0,981818.0,平成17年,11.0,2005.0,2016.0
5483,中古マンション等,日本橋蛎殻町,57000000.0,3761999.0,50.0,1140000.0,平成27年,1.0,2015.0,2016.0
5482,中古マンション等,日本橋蛎殻町,23000000.0,3035999.0,25.0,920000.0,平成13年,15.0,2001.0,2016.0
5481,中古マンション等,日本橋蛎殻町,21000000.0,2771999.0,25.0,840000.0,平成13年,15.0,2001.0,2016.0
5480,中古マンション等,日本橋蛎殻町,20000000.0,3300000.0,20.0,1000000.0,平成14年,14.0,2002.0,2016.0
5479,中古マンション等,日本橋蛎殻町,18000000.0,2970000.0,20.0,900000.0,平成17年,11.0,2005.0,2016.0
5478,中古マンション等,日本橋蛎殻町,25000000.0,4125000.0,20.0,1250000.0,平成14年,14.0,2002.0,2016.0
5477,中古マンション等,日本橋蛎殻町,20000000.0,3300000.0,20.0,1000000.0,平成18年,10.0,2006.0,2016.0
5476,中古マンション等,日本橋蛎殻町,38000000.0,3135000.0,40.0,950000.0,平成17年,11.0,2005.0,2016.0
5475,中古マンション等,日本橋蛎殻町,23000000.0,3795000.0,20.0,1150000.0,平成16年,12.0,2004.0,2016.0
2120,中古マンション等,日本橋蛎殻町,8400000.0,1386000.0,20.0,420000.0,昭和60年,25.0,1985.0,2010.0
2119,中古マンション等,日本橋蛎殻町,9300000.0,1534500.0,20.0,465000.0,昭和57年,28.0,1982.0,2010.0
5486,中古マンション等,日本橋蛎殻町,12000000.0,1980000.0,20.0,600000.0,昭和57年,34.0,1982.0,2016.0
5502,中古マンション等,日本橋蛎殻町,35000000.0,2566666.0,45.0,777777.0,昭和57年,34.0,1982.0,2016.0
5503,中古マンション等,日本橋蛎殻町,19000000.0,3135000.0,20.0,950000.0,平成17年,11.0,2005.0,2016.0
5504,中古マンション等,日本橋蛎殻町,43000000.0,2837999.0,50.0,860000.0,平成17年,11.0,2005.0,2016.0
2138,中古マンション等,日本橋蛎殻町,14000000.0,3079999.0,15.0,933333.0,平成11年,11.0,1999.0,2010.0
2137,中古マンション等,日本橋蛎殻町,29000000.0,1913999.0,50.0,580000.0,平成20年,2.0,2008.0,2010.0
2136,中古マンション等,日本橋蛎殻町,40000000.0,2199999.0,60.0,666666.0,平成14年,8.0,2002.0,2010.0
2135,中古マンション等,日本橋蛎殻町,44000000.0,2419999.0,60.0,733333.0,平成14年,8.0,2002.0,2010.0
2134,中古マンション等,日本橋蛎殻町,10000000.0,1650000.0,20.0,500000.0,昭和57年,28.0,1982.0,2010.0
2133,中古マンション等,日本橋蛎殻町,17000000.0,1602857.0,35.0,485714.0,昭和57年,28.0,1982.0,2010.0
2132,中古マンション等,日本橋蛎殻町,38000000.0,2507999.0,50.0,760000.0,平成20年,2.0,2008.0,2010.0
